district_name,zone,year,ghi_annual,yoy_change,yoy_pct_change
Solukhumbu,"Central Hills",2023,1657.68,59.68,3.73
Sunsari,"Eastern Terai",2005,1638.98,NULL,NULL
Sunsari,"Eastern Terai",2006,1644.80,5.82,0.36
Sunsari,"Eastern Terai",2007,1554.54,-90.26,-5.49
Sunsari,"Eastern Terai",2008,1573.87,19.33,1.24
Sunsari,"Eastern Terai",2009,1604.27,30.40,1.93
Sunsari,"Eastern Terai",2010,1594.88,-9.39,-0.59
Sunsari,"Eastern Terai",2011,1566.24,-28.64,-1.80
Sunsari,"Eastern Terai",2012,1661.78,95.54,6.10
Sunsari,"Eastern Terai",2013,1578.25,-83.53,-5.03
Sunsari,"Eastern Terai",2014,1594.04,15.79,1.00
Sunsari,"Eastern Terai",2015,1543.11,-50.93,-3.20
Sunsari,"Eastern Terai",2016,1542.39,-0.72,-0.05
Sunsari,"Eastern Terai",2017,1558.29,15.90,1.03
Sunsari,"Eastern Terai",2018,1541.11,-17.18,-1.10
Sunsari,"Eastern Terai",2019,1564.64,23.53,1.53
Sunsari,"Eastern Terai",2020,1476.45,-88.19,-5.64
Sunsari,"Eastern Terai",2021,1562.64,86.19,5.84
Sunsari,"Eastern Terai",2022,1573.22,10.58,0.68
Sunsari,"Eastern Terai",2023,1649.10,75.88,4.82
Surkhet,"Mid-West Hills",2005,1805.46,NULL,NULL
Surkhet,"Mid-West Hills",2006,1790.48,-14.98,-0.83
Surkhet,"Mid-West Hills",2007,1716.86,-73.62,-4.11
Surkhet,"Mid-West Hills",2008,1710.97,-5.89,-0.34
Surkhet,"Mid-West Hills",2009,1846.35,135.38,7.91
Surkhet,"Mid-West Hills",2010,1796.88,-49.47,-2.68
Surkhet,"Mid-West Hills",2011,1739.00,-57.88,-3.22
Surkhet,"Mid-West Hills",2012,1830.26,91.26,5.25
Surkhet,"Mid-West Hills",2013,1672.64,-157.62,-8.61
Surkhet,"Mid-West Hills",2014,1804.62,131.98,7.89
Surkhet,"Mid-West Hills",2015,1749.38,-55.24,-3.06
Surkhet,"Mid-West Hills",2016,1713.65,-35.73,-2.04
Surkhet,"Mid-West Hills",2017,1747.21,33.56,1.96
Surkhet,"Mid-West Hills",2018,1757.36,10.15,0.58
Surkhet,"Mid-West Hills",2019,1720.09,-37.27,-2.12
Surkhet,"Mid-West Hills",2020,1689.71,-30.38,-1.77
Surkhet,"Mid-West Hills",2021,1643.45,-46.26,-2.74
Surkhet,"Mid-West Hills",2022,1740.12,96.67,5.88
Surkhet,"Mid-West Hills",2023,1761.98,21.86,1.26
Syangja,"Western Hills",2005,1687.07,NULL,NULL
Syangja,"Western Hills",2006,1654.06,-33.01,-1.96
Syangja,"Western Hills",2007,1530.10,-123.96,-7.49
Syangja,"Western Hills",2008,1598.94,68.84,4.50
Syangja,"Western Hills",2009,1689.38,90.44,5.66
Syangja,"Western Hills",2010,1650.86,-38.52,-2.28
Syangja,"Western Hills",2011,1582.11,-68.75,-4.16
Syangja,"Western Hills",2012,1718.19,136.08,8.60
Syangja,"Western Hills",2013,1554.28,-163.91,-9.54
Syangja,"Western Hills",2014,1631.89,77.61,4.99
Syangja,"Western Hills",2015,1581.67,-50.22,-3.08
Syangja,"Western Hills",2016,1558.84,-22.83,-1.44
Syangja,"Western Hills",2017,1585.75,26.91,1.73
Syangja,"Western Hills",2018,1587.42,1.67,0.11
Syangja,"Western Hills",2019,1602.90,15.48,0.98
Syangja,"Western Hills",2020,1496.13,-106.77,-6.66
Syangja,"Western Hills",2021,1510.73,14.60,0.98
Syangja,"Western Hills",2022,1586.75,76.02,5.03
Syangja,"Western Hills",2023,1663.20,76.45,4.82
Tanahun,"Western Hills",2005,1696.49,NULL,NULL
Tanahun,"Western Hills",2006,1657.74,-38.75,-2.28
Tanahun,"Western Hills",2007,1547.11,-110.63,-6.67
Tanahun,"Western Hills",2008,1614.30,67.19,4.34
Tanahun,"Western Hills",2009,1691.45,77.15,4.78
Tanahun,"Western Hills",2010,1657.71,-33.74,-1.99
Tanahun,"Western Hills",2011,1588.17,-69.54,-4.19
Tanahun,"Western Hills",2012,1725.04,136.87,8.62
Tanahun,"Western Hills",2013,1563.25,-161.79,-9.38
Tanahun,"Western Hills",2014,1633.71,70.46,4.51
Tanahun,"Western Hills",2015,1608.49,-25.22,-1.54
Tanahun,"Western Hills",2016,1570.59,-37.90,-2.36
Tanahun,"Western Hills",2017,1599.61,29.02,1.85
Tanahun,"Western Hills",2018,1592.34,-7.27,-0.45
Tanahun,"Western Hills",2019,1619.70,27.36,1.72
Tanahun,"Western Hills",2020,1513.71,-105.99,-6.54
Tanahun,"Western Hills",2021,1509.79,-3.92,-0.26
Tanahun,"Western Hills",2022,1594.09,84.30,5.58
Tanahun,"Western Hills",2023,1673.67,79.58,4.99
Taplejung,"Eastern Hills",2005,1594.19,NULL,NULL
Taplejung,"Eastern Hills",2006,1578.07,-16.12,-1.01
Taplejung,"Eastern Hills",2007,1526.84,-51.23,-3.25
Taplejung,"Eastern Hills",2008,1520.70,-6.14,-0.40
Taplejung,"Eastern Hills",2009,1547.34,26.64,1.75
Taplejung,"Eastern Hills",2010,1528.61,-18.73,-1.21
Taplejung,"Eastern Hills",2011,1511.92,-16.69,-1.09
Taplejung,"Eastern Hills",2012,1587.08,75.16,4.97
Taplejung,"Eastern Hills",2013,1515.94,-71.14,-4.48
Taplejung,"Eastern Hills",2014,1539.51,23.57,1.55
Taplejung,"Eastern Hills",2015,1525.82,-13.69,-0.89
Taplejung,"Eastern Hills",2016,1502.26,-23.56,-1.54
Taplejung,"Eastern Hills",2017,1532.28,30.02,2.00
Taplejung,"Eastern Hills",2018,1467.92,-64.36,-4.20
Taplejung,"Eastern Hills",2019,1505.91,37.99,2.59
Taplejung,"Eastern Hills",2020,1422.72,-83.19,-5.52
Taplejung,"Eastern Hills",2021,1475.16,52.44,3.69
Taplejung,"Eastern Hills",2022,1521.55,46.39,3.14
Taplejung,"Eastern Hills",2023,1568.61,47.06,3.09
Terhathum,"Eastern Hills",2005,1614.57,NULL,NULL
Terhathum,"Eastern Hills",2006,1608.13,-6.44,-0.40
Terhathum,"Eastern Hills",2007,1530.69,-77.44,-4.82
Terhathum,"Eastern Hills",2008,1535.44,4.75,0.31
Terhathum,"Eastern Hills",2009,1558.15,22.71,1.48
Terhathum,"Eastern Hills",2010,1558.68,0.53,0.03
Terhathum,"Eastern Hills",2011,1530.12,-28.56,-1.83
Terhathum,"Eastern Hills",2012,1615.96,85.84,5.61
Terhathum,"Eastern Hills",2013,1538.79,-77.17,-4.78
Terhathum,"Eastern Hills",2014,1572.15,33.36,2.17
Terhathum,"Eastern Hills",2015,1535.38,-36.77,-2.34
Terhathum,"Eastern Hills",2016,1512.71,-22.67,-1.48
Terhathum,"Eastern Hills",2017,1548.14,35.43,2.34
Terhathum,"Eastern Hills",2018,1499.29,-48.85,-3.16
Terhathum,"Eastern Hills",2019,1532.51,33.22,2.22
Terhathum,"Eastern Hills",2020,1445.53,-86.98,-5.68
Terhathum,"Eastern Hills",2021,1516.51,70.98,4.91
Terhathum,"Eastern Hills",2022,1541.00,24.49,1.61
Terhathum,"Eastern Hills",2023,1606.21,65.21,4.23
Udayapur,"Eastern Hills",2005,1658.10,NULL,NULL
Udayapur,"Eastern Hills",2006,1660.15,2.05,0.12
Udayapur,"Eastern Hills",2007,1569.68,-90.47,-5.45
Udayapur,"Eastern Hills",2008,1595.32,25.64,1.63
Udayapur,"Eastern Hills",2009,1634.95,39.63,2.48
Udayapur,"Eastern Hills",2010,1620.27,-14.68,-0.90
Udayapur,"Eastern Hills",2011,1586.80,-33.47,-2.07
Udayapur,"Eastern Hills",2012,1691.23,104.43,6.58
Udayapur,"Eastern Hills",2013,1592.25,-98.98,-5.85
Udayapur,"Eastern Hills",2014,1598.97,6.72,0.42
Udayapur,"Eastern Hills",2015,1555.84,-43.13,-2.70
Udayapur,"Eastern Hills",2016,1556.81,0.97,0.06
Udayapur,"Eastern Hills",2017,1571.66,14.85,0.95
Udayapur,"Eastern Hills",2018,1574.01,2.35,0.15
Udayapur,"Eastern Hills",2019,1593.19,19.18,1.22
Udayapur,"Eastern Hills",2020,1493.35,-99.84,-6.27
Udayapur,"Eastern Hills",2021,1575.07,81.72,5.47
Udayapur,"Eastern Hills",2022,1594.47,19.40,1.23
Udayapur,"Eastern Hills",2023,1667.73,73.26,4.59
