location,zone,year,GHI_annual
Sindhupalchok,Central Hills,2013,1487.3
Sindhupalchok,Central Hills,2014,1548.37
Sindhupalchok,Central Hills,2015,1522.83
Sindhupalchok,Central Hills,2016,1470.8400000000001
Sindhupalchok,Central Hills,2017,1514.84
Sindhupalchok,Central Hills,2018,1516.21
Sindhupalchok,Central Hills,2019,1510.76
Sindhupalchok,Central Hills,2020,1437.41
Sindhupalchok,Central Hills,2021,1424.9
Sindhupalchok,Central Hills,2022,1496.1
Sindhupalchok,Central Hills,2023,1541.21
Siraha,Eastern Terai,2005,1785.19
Siraha,Eastern Terai,2006,1798.37
Siraha,Eastern Terai,2007,1706.26
Siraha,Eastern Terai,2008,1718.6399999999999
Siraha,Eastern Terai,2009,1789.78
Siraha,Eastern Terai,2010,1773.26
Siraha,Eastern Terai,2011,1729.36
Siraha,Eastern Terai,2012,1835.31
Siraha,Eastern Terai,2013,1724.7
Siraha,Eastern Terai,2014,1731.98
Siraha,Eastern Terai,2015,1695.99
Siraha,Eastern Terai,2016,1689.61
Siraha,Eastern Terai,2017,1714.58
Siraha,Eastern Terai,2018,1747.44
Siraha,Eastern Terai,2019,1749.87
Siraha,Eastern Terai,2020,1631.57
Siraha,Eastern Terai,2021,1698.14
Siraha,Eastern Terai,2022,1747.46
Siraha,Eastern Terai,2023,1799.6100000000001
Solukhumbu,Central Hills,2005,1727.25
Solukhumbu,Central Hills,2006,1675.13
Solukhumbu,Central Hills,2007,1601.93
Solukhumbu,Central Hills,2008,1640.68
Solukhumbu,Central Hills,2009,1669.87
Solukhumbu,Central Hills,2010,1651.28
Solukhumbu,Central Hills,2011,1614.41
Solukhumbu,Central Hills,2012,1739.73
Solukhumbu,Central Hills,2013,1621.32
Solukhumbu,Central Hills,2014,1661.16
Solukhumbu,Central Hills,2015,1668.55
Solukhumbu,Central Hills,2016,1589.6299999999999
Solukhumbu,Central Hills,2017,1619.77
Solukhumbu,Central Hills,2018,1617.75
Solukhumbu,Central Hills,2019,1666.41
Solukhumbu,Central Hills,2020,1532.7
Solukhumbu,Central Hills,2021,1548.31
Solukhumbu,Central Hills,2022,1598.0
Solukhumbu,Central Hills,2023,1657.68
Sunsari,Eastern Terai,2005,1638.98
Sunsari,Eastern Terai,2006,1644.8
Sunsari,Eastern Terai,2007,1554.54
Sunsari,Eastern Terai,2008,1573.87
Sunsari,Eastern Terai,2009,1604.27
Sunsari,Eastern Terai,2010,1594.8799999999999
Sunsari,Eastern Terai,2011,1566.24
Sunsari,Eastern Terai,2012,1661.78
Sunsari,Eastern Terai,2013,1578.25
Sunsari,Eastern Terai,2014,1594.04
Sunsari,Eastern Terai,2015,1543.11
Sunsari,Eastern Terai,2016,1542.39
Sunsari,Eastern Terai,2017,1558.29
Sunsari,Eastern Terai,2018,1541.1100000000001
Sunsari,Eastern Terai,2019,1564.64
Sunsari,Eastern Terai,2020,1476.45
Sunsari,Eastern Terai,2021,1562.64
Sunsari,Eastern Terai,2022,1573.22
Sunsari,Eastern Terai,2023,1649.1
Surkhet,Mid-West Hills,2005,1805.46
Surkhet,Mid-West Hills,2006,1790.48
Surkhet,Mid-West Hills,2007,1716.8600000000001
Surkhet,Mid-West Hills,2008,1710.97
Surkhet,Mid-West Hills,2009,1846.35
Surkhet,Mid-West Hills,2010,1796.88
Surkhet,Mid-West Hills,2011,1739.0
Surkhet,Mid-West Hills,2012,1830.26
Surkhet,Mid-West Hills,2013,1672.64
Surkhet,Mid-West Hills,2014,1804.62
Surkhet,Mid-West Hills,2015,1749.38
Surkhet,Mid-West Hills,2016,1713.65
Surkhet,Mid-West Hills,2017,1747.21
Surkhet,Mid-West Hills,2018,1757.3600000000001
Surkhet,Mid-West Hills,2019,1720.09
Surkhet,Mid-West Hills,2020,1689.71
Surkhet,Mid-West Hills,2021,1643.45
Surkhet,Mid-West Hills,2022,1740.1200000000001
Surkhet,Mid-West Hills,2023,1761.98
Syangja,Western Hills,2005,1687.07
Syangja,Western Hills,2006,1654.06
Syangja,Western Hills,2007,1530.1
Syangja,Western Hills,2008,1598.94
Syangja,Western Hills,2009,1689.38
Syangja,Western Hills,2010,1650.86
Syangja,Western Hills,2011,1582.11
Syangja,Western Hills,2012,1718.19
Syangja,Western Hills,2013,1554.28
Syangja,Western Hills,2014,1631.8899999999999
Syangja,Western Hills,2015,1581.67
Syangja,Western Hills,2016,1558.84
Syangja,Western Hills,2017,1585.75
Syangja,Western Hills,2018,1587.42
Syangja,Western Hills,2019,1602.9
Syangja,Western Hills,2020,1496.13
Syangja,Western Hills,2021,1510.73
Syangja,Western Hills,2022,1586.75
Syangja,Western Hills,2023,1663.2
Tanahun,Western Hills,2005,1696.49
Tanahun,Western Hills,2006,1657.74
Tanahun,Western Hills,2007,1547.11
Tanahun,Western Hills,2008,1614.3
Tanahun,Western Hills,2009,1691.45
Tanahun,Western Hills,2010,1657.71
Tanahun,Western Hills,2011,1588.17
Tanahun,Western Hills,2012,1725.04
Tanahun,Western Hills,2013,1563.25
Tanahun,Western Hills,2014,1633.71
Tanahun,Western Hills,2015,1608.49
Tanahun,Western Hills,2016,1570.59
Tanahun,Western Hills,2017,1599.6100000000001
Tanahun,Western Hills,2018,1592.34
Tanahun,Western Hills,2019,1619.7
Tanahun,Western Hills,2020,1513.71
Tanahun,Western Hills,2021,1509.79
Tanahun,Western Hills,2022,1594.09
Tanahun,Western Hills,2023,1673.67
Taplejung,Eastern Hills,2005,1594.19
Taplejung,Eastern Hills,2006,1578.07
Taplejung,Eastern Hills,2007,1526.84
Taplejung,Eastern Hills,2008,1520.7
Taplejung,Eastern Hills,2009,1547.34
Taplejung,Eastern Hills,2010,1528.61
Taplejung,Eastern Hills,2011,1511.92
Taplejung,Eastern Hills,2012,1587.08
Taplejung,Eastern Hills,2013,1515.94
Taplejung,Eastern Hills,2014,1539.51
Taplejung,Eastern Hills,2015,1525.82
Taplejung,Eastern Hills,2016,1502.26
Taplejung,Eastern Hills,2017,1532.28
Taplejung,Eastern Hills,2018,1467.92
Taplejung,Eastern Hills,2019,1505.91
Taplejung,Eastern Hills,2020,1422.72
Taplejung,Eastern Hills,2021,1475.16
Taplejung,Eastern Hills,2022,1521.55
Taplejung,Eastern Hills,2023,1568.61
Terhathum,Eastern Hills,2005,1614.57
Terhathum,Eastern Hills,2006,1608.1299999999999
Terhathum,Eastern Hills,2007,1530.69
Terhathum,Eastern Hills,2008,1535.44
Terhathum,Eastern Hills,2009,1558.15
Terhathum,Eastern Hills,2010,1558.68
Terhathum,Eastern Hills,2011,1530.12
Terhathum,Eastern Hills,2012,1615.96
Terhathum,Eastern Hills,2013,1538.79
Terhathum,Eastern Hills,2014,1572.15
Terhathum,Eastern Hills,2015,1535.38
Terhathum,Eastern Hills,2016,1512.71
Terhathum,Eastern Hills,2017,1548.1399999999999
Terhathum,Eastern Hills,2018,1499.29
Terhathum,Eastern Hills,2019,1532.51
Terhathum,Eastern Hills,2020,1445.53
Terhathum,Eastern Hills,2021,1516.51
Terhathum,Eastern Hills,2022,1541.0
Terhathum,Eastern Hills,2023,1606.21
Udayapur,Eastern Hills,2005,1658.1
Udayapur,Eastern Hills,2006,1660.15
Udayapur,Eastern Hills,2007,1569.68
Udayapur,Eastern Hills,2008,1595.32
Udayapur,Eastern Hills,2009,1634.95
Udayapur,Eastern Hills,2010,1620.27
Udayapur,Eastern Hills,2011,1586.8
Udayapur,Eastern Hills,2012,1691.23
Udayapur,Eastern Hills,2013,1592.25
Udayapur,Eastern Hills,2014,1598.97
Udayapur,Eastern Hills,2015,1555.8400000000001
Udayapur,Eastern Hills,2016,1556.81
Udayapur,Eastern Hills,2017,1571.66
Udayapur,Eastern Hills,2018,1574.01
Udayapur,Eastern Hills,2019,1593.19
Udayapur,Eastern Hills,2020,1493.35
Udayapur,Eastern Hills,2021,1575.07
Udayapur,Eastern Hills,2022,1594.47
Udayapur,Eastern Hills,2023,1667.73
